270,190,190,190,130,190
270,340,340,340,160,340
90,160,160,160,340,160
50,290,290,290,280,290
270,300,300,300,270,300
270,300,300,300,270,300
80,80,80,80,70,80
180,190,190,190,350,190
210,200,200,200,310,200
240,310,310,310,270,310
