110,30,30,30,90,30
270,230,230,230,230,230
240,310,300,310,310,310
60,50,60,50,30,50
120,30,70,30,90,30
120,80,90,80,110,80
90,40,50,40,150,40
110,80,80,80,110,80
190,190,180,190,210,190
220,230,230,230,250,230
