100,40,0,0,230,350
270,310,160,150,60,60
160,130,180,180,270,270
60,100,270,280,340,200
280,290,210,190,70,10
150,140,280,320,90,30
130,90,230,210,90,70
0,170,310,340,200,220
270,240,90,90,180,10
110,80,180,190,250,330
