290,240,280,240,300,240
90,90,280,90,90,90
80,190,210,190,0,190
110,190,190,190,40,190
240,290,290,290,320,290
90,130,130,130,60,130
80,120,120,120,120,120
40,0,0,0,170,0
120,140,140,140,50,140
30,170,170,170,130,170
