120,160,140,160,130,160
120,230,210,230,220,230
290,300,290,300,280,300
330,350,350,350,330,350
300,310,310,310,310,310
290,220,220,220,340,220
210,340,340,340,0,340
80,10,30,10,20,10
150,0,0,0,0,0
220,350,340,350,0,350
