90,40,40,40,110,40
250,250,250,250,300,250
0,180,180,180,10,180
280,220,220,220,330,220
30,180,180,180,20,180
300,230,230,230,270,230
120,70,70,70,100,70
300,210,210,210,270,210
300,250,250,250,250,250
260,300,300,300,290,300
