120,90,100,90,90,90
340,190,200,190,90,190
130,170,170,170,100,170
20,0,0,0,0,0
300,270,300,270,310,270
300,280,280,280,270,280
320,320,320,320,230,320
340,310,300,310,320,310
100,90,90,90,70,90
270,300,280,300,290,300
