50,110,90,110,90,110
310,320,270,320,300,320
90,140,140,140,70,140
280,300,290,300,290,300
90,30,60,30,130,30
270,280,280,280,230,280
90,40,70,40,50,40
90,100,100,100,130,100
90,80,80,80,140,80
100,120,120,120,120,120
