250,210,270,300,230,320
70,20,90,50,180,180
270,190,0,350,130,90
270,290,200,220,90,130
90,120,250,230,50,150
230,250,110,110,20,130
260,280,200,210,70,150
60,130,160,160,90,100
30,20,180,190,110,150
80,30,220,220,130,30
